code,ticker,codesource,name,market,category,cur,country,continent,date,short_name,coverage,benchmark,performance,month_history,updated,industry,sector
STKVNMBG,MBG,,VIETNAM INVESTMENT CONSTRUCTION AND TRADING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM INVESTMENT CONSTRUCTION AND TRADING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNMBS,MBS,,MB SECURITIES,HNX,LARGE,VND,VIETNAM,ASIA,2024-10-01,MB SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNMCC,MCC,,HIGH - GRADE BRICK - TILE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HIGH - GRADE BRICK - TILE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNMCF,MCF,,MECOFOOD,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MECOFOOD,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNMCM,MCM,,MOCCHAU DAIRY CATTLE BREEDING,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,MOCCHAU DAIRY CATTLE BREEDING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNMCO,MCO,,BDC VIETNAM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BDC VIETNAM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNMCP,MCP,,MY CHAU PRINTING AND PACKAGING,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MY CHAU PRINTING AND PACKAGING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNMDC,MDC,,MONG DUONG COAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MONG DUONG COAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNMDG,MDG,,MIEN DONG CONSTRUCTION,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MIEN DONG CONSTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNMED,MED,,MEDIPLANTEX NATIONAL PHARMACEUTICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MEDIPLANTEX NATIONAL PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNMEL,MEL,,ME LIN STEEL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,ME LIN STEEL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNMHC,MHC,,HANOI MARINA,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HANOI MARINA,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNMHL,MHL,,MINH HUU LIEN,UPC,SMALL,VND,VIETNAM,ASIA,2024-10-01,MINH HUU LIEN,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNMIG,MIG,,MILITARY INSURANCE,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,MILITARY INSURANCE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INSURANCE,FINANCIALS
STKVNMKV,MKV,,CAI LAY VETERINARY PHARMACEUTICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAI LAY VETERINARY PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNMSB,MSB,,VIETNAM MARITIME COMMERCIAL JOINT STOCK BANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VIETNAM MARITIME COMMERCIAL JOINT STOCK BANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNMSH,MSH,,SONG HONG GARMENT JSC,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,SONG HONG GARMENT JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNMSN,MSN,,MASAN GROUP,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,MASAN GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNMST,MST,,1.1.6.8 CONTRUCTION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,1.1.6.8 CONTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNMVB,MVB,,VINACOMIN - VIET BAC MINING INDUSTRY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINACOMIN - VIET BAC MINING INDUSTRY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNMWG,MWG,,MOBILE WORLD INVESTMENT,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,MOBILE WORLD INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNNAB,NAB,,NAM A COMMERCIAL JOINT STOCK BANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,NAM A COMMERCIAL JOINT STOCK BANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNNAF,NAF,,NAFOODS GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NAFOODS GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNNAG,NAG,,NAGAKAWA GROUP,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NAGAKAWA GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNAP,NAP,,NGHE TINH PORT JSC,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NGHE TINH PORT JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNNAV,NAV,,NAM VIET,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NAM VIET,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNBB,NBB,,577 CORP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,577 CORP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNBC,NBC,,VINACOMIN - NUI BEO COAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINACOMIN - NUI BEO COAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNNBP,NBP,,NINH BINH THERMAL POWER,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NINH BINH THERMAL POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNNBW,NBW,,NHA BE WATER SUPPLY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NHA BE WATER SUPPLY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNNCT,NCT,,NOI BAI CARGO TERMINAL SERVICES,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,NOI BAI CARGO TERMINAL SERVICES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNNDN,NDN,,DANANG HOUSING INVESTMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DANANG HOUSING INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNDX,NDX,,DANANG HOUSING DEVELOPMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DANANG HOUSING DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNET,NET,,NETCO,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NETCO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNNFC,NFC,,NINH BINH FERTILIZER,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NINH BINH FERTILIZER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNNHA,NHA,,HANOI SOUTH HOUSING & URBAN DEVELOPMENT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HANOI SOUTH HOUSING & URBAN DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNHC,NHC,,NHI HIEP BRICK-TILE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NHI HIEP BRICK-TILE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNHH,NHH,,HANOI PLASTICS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HANOI PLASTICS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNNHT,NHT,,NAM HOA TRADING & PRODUCTION,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NAM HOA TRADING & PRODUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNNKG,NKG,,NAM KIM STEEL,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,NAM KIM STEEL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNNLG,NLG,,NAM LONG INVESTMENT,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,NAM LONG INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNNC,NNC,,NUI NHO STONE,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NUI NHO STONE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNO1,NO1,,TAP DOAN 911,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,TAP DOAN 911,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNNRC,NRC,,NETLAND REAL ESTATE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NETLAND REAL ESTATE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNSC,NSC,,NATIONAL SEEDS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NATIONAL SEEDS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNNSH,NSH,,SONG HONG ALUMINUM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,SONG HONG ALUMINUM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNNST,NST,,NGAN SON HOUSEHOLD,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NGAN SON HOUSEHOLD,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNNT2,NT2,,NHON TRACH 2 POWER,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,NHON TRACH 2 POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNNTH,NTH,,NUOC TRONG HYDRO POWER,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NUOC TRONG HYDRO POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNNTL,NTL,,TU LIEM URBAN DEVELOPMENT,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,TU LIEM URBAN DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNTP,NTP,,TIEN PHONG PLASTICS,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,TIEN PHONG PLASTICS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNNVB,NVB,,NATIONAL CITIZEN BANK,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,NATIONAL CITIZEN BANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNNVL,NVL,,NOVALAND,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,NOVALAND,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNNVT,NVT,,NINH VAN BAY,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NINH VAN BAY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNOCB,OCB,,ORIENT COMMERCIAL JOINT STOCK BANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,ORIENT COMMERCIAL JOINT STOCK BANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNOCH,OCH,,OCEAN HOSPITALITY AND SERVICE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,OCEAN HOSPITALITY AND SERVICE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKVNOGC,OGC,,OCEAN GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,OCEAN GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNONE,ONE,,ONE CORP,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,ONE CORP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNOPC,OPC,,OPC PHARMACEUTICAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,OPC PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNORS,ORS,,ORIENT SECURITIES,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,ORIENT SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNPAC,PAC,,DRY CELL AND STORAGE BATTERY,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DRY CELL AND STORAGE BATTERY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNPAN,PAN,,THE PAN GROUP,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,THE PAN GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNPBP,PBP,,PETROVIETNAM PACKAGING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROVIETNAM PACKAGING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPC1,PC1,,POWER CONSTRUCTION NO. 1,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,POWER CONSTRUCTION NO. 1,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNPCE,PCE,,CENTRAL PETROVIETNAM FERTILIZER AND CHEMICALS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CENTRAL PETROVIETNAM FERTILIZER AND CHEMICALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPCG,PCG,,PV GAS CITY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PV GAS CITY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPCH,PCH,,NHUA PICOMAT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NHUA PICOMAT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPCT,PCT,,CUU LONG PETROGAS SERVICE -TRANSPORTATION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CUU LONG PETROGAS SERVICE -TRANSPORTATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPDB,PDB,,PACIFIC DINCO CORP.,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PACIFIC DINCO CORP.,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNPDN,PDN,,DONG NAI PORT,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DONG NAI PORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPDR,PDR,,PHAT DAT REAL ESTATE,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PHAT DAT REAL ESTATE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNPEN,PEN,,PETROLIMEX INSTALLATION NO.3,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX INSTALLATION NO.3,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNPET,PET,,PETROVIETNAM GENERAL SERVICES,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,PETROVIETNAM GENERAL SERVICES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNPGC,PGC,,PETROLIMEX GAS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX GAS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPGD,PGD,,PV GAS DISTRIBUTION,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,PV GAS DISTRIBUTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPGI,PGI,,PJICO INSURANCE,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,PJICO INSURANCE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INSURANCE,FINANCIALS
STKVNPGN,PGN,,PLASTIC ADDITIVES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PLASTIC ADDITIVES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPGS,PGS,,PETROVIETNAM SOUTHERN GAS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROVIETNAM SOUTHERN GAS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPGT,PGT,,PGT HOLDINGS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PGT HOLDINGS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPGV,PGV,,POWER GENERATION CORPORATION 3,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,POWER GENERATION CORPORATION 3,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPHC,PHC,,PHUC HUNG HOLDINGS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PHUC HUNG HOLDINGS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNPHN,PHN,,HANOI BATTERY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HANOI BATTERY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNPHR,PHR,,PHUOC HOA RUBBER,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,PHUOC HOA RUBBER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPIA,PIA,,PETROLIMEX IT & TELECOM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX IT & TELECOM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNPIC,PIC,,PC3-INVEST,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PC3-INVEST,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPIT,PIT,,PETROLIMEX INTERNATIONAL TRADING,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX INTERNATIONAL TRADING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNPJC,PJC,,PETROLIMEX HANOI TRANSPORTATION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX HANOI TRANSPORTATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPJT,PJT,,PETROLIMEX TANKER,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX TANKER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPLC,PLC,,PETROLIMEX PETROCHEMICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX PETROCHEMICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPLP,PLP,,PHA LE PLASTICS MANUFACTURING AND TECHNOLOGY,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PHA LE PLASTICS MANUFACTURING AND TECHNOLOGY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPLX,PLX,,PETROLIMEX,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PETROLIMEX,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,OIL & GAS,OIL & GAS
STKVNPMB,PMB,,NORTH PETROVIETNAM FERTILIZER AND CHEMICALS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,NORTH PETROVIETNAM FERTILIZER AND CHEMICALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNPMC,PMC,,PHARMEDIC PHARMACEUTICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PHARMEDIC PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNPMG,PMG,,PETRO CENTER CORP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETRO CENTER CORP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPMP,PMP,,DAM PHU MY PACKING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DAM PHU MY PACKING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPMS,PMS,,PETROLEUM MECHANICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROLEUM MECHANICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPNC,PNC,,PHUONG NAM CULTURAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PHUONG NAM CULTURAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,MEDIA,CONSUMER SERVICES
STKVNPNJ,PNJ,,PHU NHUAN JEWELRY,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PHU NHUAN JEWELRY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNPOT,POT,,POST AND TELECOM EQUIPMENTS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,POST AND TELECOM EQUIPMENTS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNPOW,POW,,PV POWER,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PV POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPPC,PPC,,PHA LAI THERMAL POWER,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,PHA LAI THERMAL POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNPPE,PPE,,PVPOWER ENGINEERING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PVPOWER ENGINEERING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNPPP,PPP,,PP.PHARCO,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PP.PHARCO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNPPS,PPS,,PETROVIETNAM POWER SERVICES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,PETROVIETNAM POWER SERVICES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
