code,ticker,codesource,name,market,category,cur,country,continent,date,short_name,coverage,benchmark,performance,month_history,updated,industry,sector
STKUSREG,REG,REG,REGENCY CENTERS REIT,"",LARGE,PESO,UNITED STATES,AMERICA,2024-10-01,REGENCY CENTERS REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HOLDING,HOLDING
STKUSREGN,REGN,REGN,REGENERON PHARMACEUTICALS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,REGENERON PHARMACEUTICALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BIOTECHNOLOGY,HEALTH CARE
STKUSRF,RF,RF,REGIONS FINANCIAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,REGIONS FINANCIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BANKS - REGIONAL,FINANCIAL SERVICES
STKUSRJF,RJF,RJF,RAYMOND JAMES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,RAYMOND JAMES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CAPITAL MARKETS,FINANCIAL SERVICES
STKUSRL,RL,RL,RALPH LAUREN A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,RALPH LAUREN A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,APPAREL MANUFACTURING,CONSUMER CYCLICAL
STKUSRMD,RMD,RMD,RESMED,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,RESMED,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSROK,ROK,ROK,ROCKWELL AUTOMATION,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ROCKWELL AUTOMATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSROL,ROL,ROL,ROLLINS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ROLLINS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PERSONAL SERVICES,CONSUMER CYCLICAL
STKUSROP,ROP,ROP,ROPER TECHNOLOGIES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ROPER TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSROST,ROST,ROST,ROSS STORES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ROSS STORES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,APPAREL RETAIL,CONSUMER CYCLICAL
STKUSRSG,RSG,RSG,REPUBLIC SERVICES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,REPUBLIC SERVICES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,WASTE MANAGEMENT,INDUSTRIALS
STKUSRVTY,RVTY,RVTY,"REVVITY, INC.","",LARGE,USD,UNITED STATES,,2024-09-23,"REVVITY, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DIAGNOSTICS & RESEARCH,HEALTH CARE
STKUSSBAC,SBAC,SBAC,SBA COMMUNICATIONS REIT A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SBA COMMUNICATIONS REIT A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - SPECIALTY,REAL ESTATE
STKUSSHW,SHW,SHW,SHERWIN WILLIAMS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SHERWIN WILLIAMS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY CHEMICALS,BASIC MATERIALS
STKUSSJM,SJM,SJM,JM SMUCKER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,JM SMUCKER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGED FOODS,CONSUMER DEFENSIVE
STKUSSLB,SLB,SLB,SCHLUMBERGER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SCHLUMBERGER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS EQUIPMENT & SERVICES,ENERGY
STKUSSMCI,SMCI,SMCI,SUPER MICRO COMPUTER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SUPER MICRO COMPUTER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,COMPUTER HARDWARE,TECHNOLOGY
STKUSSNA,SNA,SNA,SNAP ON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SNAP ON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TOOLS & ACCESSORIES,INDUSTRIALS
STKUSSNPS,SNPS,SNPS,SYNOPSYS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SYNOPSYS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - INFRASTRUCTURE,TECHNOLOGY
STKUSSO,SO,SO,SOUTHERN,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SOUTHERN,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSSOLV,SOLV,SOLV,SOLVENTUM CORPORATION,"",LARGE,USD,UNITED STATES,,2024-09-03,SOLVENTUM CORPORATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HEALTH INFORMATION SERVICES,HEALTH CARE
STKUSSPG,SPG,SPG,SIMON PROPERTY GROUP REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,SIMON PROPERTY GROUP REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RETAIL,REAL ESTATE
STKUSSPGI,SPGI,SPGI,S&P GLOBAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,S&P GLOBAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FINANCIAL DATA & STOCK EXCHANGES,FINANCIAL SERVICES
STKUSSRE,SRE,SRE,SEMPRA ENERGY,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,SEMPRA ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - DIVERSIFIED,UTILITIES
STKUSSTE,STE,STE,STERIS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,STERIS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSSTLD,STLD,STLD,STEEL DYNAMICS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,STEEL DYNAMICS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,STEEL,BASIC MATERIALS
STKUSSTT,STT,STT,STATE STREET,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,STATE STREET,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ASSET MANAGEMENT,FINANCIAL SERVICES
STKUSSTX,STX,STX,SEAGATE TECHNOLOGY HOLDINGS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,SEAGATE TECHNOLOGY HOLDINGS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,COMPUTER HARDWARE,TECHNOLOGY
STKUSSTZ,STZ,STZ,CONSTELLATION BRANDS A,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,CONSTELLATION BRANDS A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BEVERAGES - WINERIES & DISTILLERIES,CONSUMER DEFENSIVE
STKUSSW,SW,SW,SMURFIT WESTROCK PLC,"",MID,USD,UNITED STATES,,2024-09-03,SMURFIT WESTROCK PLC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGING & CONTAINERS,CONSUMER CYCLICAL
STKUSSWK,SWK,SWK,STANLEY BLACK & DECKER,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,STANLEY BLACK & DECKER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TOOLS & ACCESSORIES,INDUSTRIALS
STKUSSWKS,SWKS,SWKS,SKYWORKS SOLUTIONS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,SKYWORKS SOLUTIONS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SEMICONDUCTORS,TECHNOLOGY
STKUSSYF,SYF,SYF,SYNCHRONY FINANCIAL,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,SYNCHRONY FINANCIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CREDIT SERVICES,FINANCIAL SERVICES
STKUSSYK,SYK,SYK,STRYKER,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,STRYKER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSSYY,SYY,SYY,SYSCO,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,SYSCO,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FOOD DISTRIBUTION,CONSUMER DEFENSIVE
STKUSTAP,TAP,TAP,MOLSON COORS BEVERAGE COMPANY B,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,MOLSON COORS BEVERAGE COMPANY B,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BEVERAGES - BREWERS,CONSUMER DEFENSIVE
STKUSTDG,TDG,TDG,TRANSDIGM GROUP,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TRANSDIGM GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AEROSPACE & DEFENSE,INDUSTRIALS
STKUSTDY,TDY,TDY,TELEDYNE TECHNOLOGIES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TELEDYNE TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SCIENTIFIC & TECHNICAL INSTRUMENTS,TECHNOLOGY
STKUSTECH,TECH,TECH,BIO TECHNE,"",MID,PESO,UNITED STATES,AMERICA,2024-10-01,BIO TECHNE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ELECTRICAL,INDUSTRIALS
STKUSTEL,TEL,TEL,TE CONNECTIVITY,"",MID,PESO,UNITED STATES,AMERICA,2024-10-01,TE CONNECTIVITY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TELECOMMUNICATIONS,SERVICES
STKUSTER,TER,TER,TERADYNE,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TERADYNE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SEMICONDUCTOR EQUIPMENT & MATERIALS,TECHNOLOGY
STKUSTFC,TFC,TFC,TRUIST FINANCIAL,"",MID,PESO,UNITED STATES,AMERICA,2024-10-01,TRUIST FINANCIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PROPERTY,PROPERTY
STKUSTFX,TFX,TFX,TELEFLEX,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TELEFLEX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSTGT,TGT,TGT,TARGET,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TARGET,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DISCOUNT STORES,CONSUMER DEFENSIVE
STKUSTJX,TJX,TJX,TJX,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TJX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,APPAREL RETAIL,CONSUMER CYCLICAL
STKUSTPR,TPR,TPR,TAPESTRY,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TAPESTRY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,LUXURY GOODS,CONSUMER CYCLICAL
STKUSTRGP,TRGP,TRGP,TARGA RESOURCES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TARGA RESOURCES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS MIDSTREAM,ENERGY
STKUSTRMB,TRMB,TRMB,TRIMBLE,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TRIMBLE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SCIENTIFIC & TECHNICAL INSTRUMENTS,TECHNOLOGY
STKUSTROW,TROW,TROW,T ROWE PRICE GROUP,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,T ROWE PRICE GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ASSET MANAGEMENT,FINANCIAL SERVICES
STKUSTRV,TRV,TRV,TRAVELERS COMPANIES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TRAVELERS COMPANIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - PROPERTY & CASUALTY,FINANCIAL SERVICES
STKUSTSCO,TSCO,TSCO,TRACTOR SUPPLY,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TRACTOR SUPPLY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY RETAIL,CONSUMER CYCLICAL
STKUSTSN,TSN,TSN,TYSON FOODS A,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TYSON FOODS A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FARM PRODUCTS,CONSUMER DEFENSIVE
STKUSTT,TT,TT,TRANE TECHNOLOGIES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TRANE TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BUILDING PRODUCTS & EQUIPMENT,INDUSTRIALS
STKUSTTWO,TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWARE,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TAKE TWO INTERACTIVE SOFTWARE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ELECTRONIC GAMING & MULTIMEDIA,COMMUNICATION SERVICES
STKUSTXT,TXT,TXT,TEXTRON,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TEXTRON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AEROSPACE & DEFENSE,INDUSTRIALS
STKUSTYL,TYL,TYL,TYLER TECHNOLOGIES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,TYLER TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSUAL,UAL,UAL,UNITED AIRLINES HOLDINGS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,UNITED AIRLINES HOLDINGS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AIRLINES,INDUSTRIALS
STKUSUBER,UBER,UBER,UBER TECHNOLOGIES,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,UBER TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSUDR,UDR,UDR,UDR REIT,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,UDR REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RESIDENTIAL,REAL ESTATE
STKUSUHS,UHS,UHS,UNIVERSAL HEALTH SERVICES B,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,UNIVERSAL HEALTH SERVICES B,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL CARE FACILITIES,HEALTH CARE
STKUSULTA,ULTA,ULTA,ULTA BEAUTY,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,ULTA BEAUTY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY RETAIL,CONSUMER CYCLICAL
STKUSURI,URI,URI,UNITED RENTALS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,UNITED RENTALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RENTAL & LEASING SERVICES,INDUSTRIALS
STKUSUSB,USB,USB,US BANCORP,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,US BANCORP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BANKS - REGIONAL,FINANCIAL SERVICES
STKUSVICI,VICI,VICI,VICI PPTYS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,VICI PPTYS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - DIVERSIFIED,REAL ESTATE
STKUSVLO,VLO,VLO,VALERO ENERGY,"",SMALL,USD,UNITED STATES,AMERICA,2024-09-03,VALERO ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS REFINING & MARKETING,ENERGY
STKUSVLTO,VLTO,VLTO,VERALTO CORPORATION,"",MID,USD,UNITED STATES,,2024-09-26,VERALTO CORPORATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,POLLUTION & TREATMENT CONTROLS,INDUSTRIALS
STKUSVMC,VMC,VMC,VULCAN MATERIALS,"",MID,PESO,UNITED STATES,AMERICA,2024-10-01,VULCAN MATERIALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FOOD,INDUSTRIALS
STKUSVRSK,VRSK,VRSK,VERISK ANALYTICS,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,VERISK ANALYTICS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CONSULTING SERVICES,INDUSTRIALS
STKUSVRSN,VRSN,VRSN,VERISIGN,"",MID,USD,UNITED STATES,AMERICA,2024-10-01,VERISIGN,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - INFRASTRUCTURE,TECHNOLOGY
STKUSVRTX,VRTX,VRTX,VERTEX PHARMACEUTICALS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,VERTEX PHARMACEUTICALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BIOTECHNOLOGY,HEALTH CARE
STKUSVST,VST,VST,VISTRA,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,VISTRA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - INDEPENDENT POWER PRODUCERS,UTILITIES
STKUSVTR,VTR,VTR,VENTAS REIT,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,VENTAS REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - HEALTHCARE FACILITIES,REAL ESTATE
STKUSVTRS,VTRS,VTRS,VIATRIS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,VIATRIS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DRUG MANUFACTURERS - SPECIALTY & GENERIC,HEALTH CARE
STKUSWAB,WAB,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RAILROADS,INDUSTRIALS
STKUSWAT,WAT,WAT,WATER CORP,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WATER CORP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DIAGNOSTICS & RESEARCH,HEALTH CARE
STKUSWBA,WBA,WBA,WALGREEN BOOTS ALLIANCE,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WALGREEN BOOTS ALLIANCE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PHARMACEUTICAL RETAILERS,HEALTH CARE
STKUSWBD,WBD,WBD,"WARNER BROS. DISCOVERY, INC.","",SMALL,USD,UNITED STATES,,2024-09-27,"WARNER BROS. DISCOVERY, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ENTERTAINMENT,COMMUNICATION SERVICES
STKUSWDC,WDC,WDC,WESTERN DIGITAL,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WESTERN DIGITAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,COMPUTER HARDWARE,TECHNOLOGY
STKUSWEC,WEC,WEC,WEC ENERGY GROUP,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WEC ENERGY GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSWELL,WELL,WELL,WELLTOWER,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WELLTOWER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - HEALTHCARE FACILITIES,REAL ESTATE
STKUSWM,WM,WM,WASTE MANAGEMENT,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WASTE MANAGEMENT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,WASTE MANAGEMENT,INDUSTRIALS
STKUSWMB,WMB,WMB,WILLIAMS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WILLIAMS,INTERNATIONAL,SP500,,2024-10-02,2024-10-02 11:33:00,OIL & GAS MIDSTREAM,ENERGY
STKUSWRB,WRB,WRB,WR BERKLEY,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WR BERKLEY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - PROPERTY & CASUALTY,FINANCIAL SERVICES
STKUSWST,WST,WST,WEST PHARMACEUTICAL SERVICES,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WEST PHARMACEUTICAL SERVICES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSWTW,WTW,WTW,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,"",SMALL,USD,UNITED STATES,,2024-10-01,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE BROKERS,FINANCIAL SERVICES
STKUSWY,WY,WY,WEYERHAEUSER REIT,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WEYERHAEUSER REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - SPECIALTY,REAL ESTATE
STKUSWYNN,WYNN,WYNN,WYNN RESORTS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,WYNN RESORTS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESORTS & CASINOS,CONSUMER CYCLICAL
STKUSXEL,XEL,XEL,XCEL ENERGY,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,XCEL ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSXYL,XYL,XYL,XYLEM,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,XYLEM,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSYUM,YUM,YUM,YUM BRANDS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,YUM BRANDS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESTAURANTS,CONSUMER CYCLICAL
STKUSZBH,ZBH,ZBH,ZIMMER BIOMET HOLDINGS,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,ZIMMER BIOMET HOLDINGS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSZBRA,ZBRA,ZBRA,ZEBRA TECHNOLOGIES A,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,ZEBRA TECHNOLOGIES A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,COMMUNICATION EQUIPMENT,TECHNOLOGY
STKUSZTS,ZTS,ZTS,ZOETIS A,"",SMALL,USD,UNITED STATES,AMERICA,2024-10-01,ZOETIS A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DRUG MANUFACTURERS - SPECIALTY & GENERIC,HEALTH CARE
STKAUAFI,AFI,AFI.AX,AUSTRALIAN FOUNDATION INVESTMENT COMPANY,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,AUSTRALIAN FOUNDATION INVESTMENT COMPANY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,ASSET MANAGEMENT,FINANCIAL SERVICES
STKAUALD,ALD,ALD.AX,AMPOL,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,AMPOL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,OIL & GAS REFINING & MARKETING,ENERGY
STKAUALL,ALL,ALL.AX,ARISTOCRAT LEISURE,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,ARISTOCRAT LEISURE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,GAMBLING,CONSUMER CYCLICAL
STKAUALQ,ALQ,ALQ.AX,ALS,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,ALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,CONSULTING SERVICES,INDUSTRIALS
STKAUANZ,ANZ,ANZ.AX,AUSTRALIA AND NEW ZEALAND BANKING,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,AUSTRALIA AND NEW ZEALAND BANKING,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,BANKS - DIVERSIFIED,FINANCIAL SERVICES
STKAUARG,ARG,ARG.AX,ARGO INVESTMENTS,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,ARGO INVESTMENTS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,ASSET MANAGEMENT,FINANCIAL SERVICES
STKAUASX,ASX,ASX.AX,ASX,AX,LARGE,AUD,AUSTRALIA,OCEANIA,2024-10-01,ASX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:35:32,FINANCIAL DATA & STOCK EXCHANGES,FINANCIAL SERVICES
